ECInstanceId;ECClassId;Model;LastMod;CodeSpec;CodeScope;CodeValue;UserLabel;Parent;FederationGuid;JsonProperties
"0xf00000219d2";"LBCOAYAXXM.Structure";{"id":"0xf0000000a79","relClassName":"BisCore.ModelContainsElements"};"2022-03-25T14:59:47.354Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-91-36";;"e51f3a16-cc49-4502-8367-fd73a9fe2db6";
"0xf000002189d";"QPMMNMALSX.Structure";{"id":"0xf0000000a79","relClassName":"BisCore.ModelContainsElements"};"2022-03-25T14:59:44.634Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-91-20";;"050f3e88-6725-4e1f-b848-4d2ff2ddf246";
"0xf000008332a";"ANAMOMKEZI.Structure";{"id":"0xf0000000a77","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:28:02.858Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-91-01";;"f44a12f2-d735-4fce-acee-b4f6a7963b0d";
"0xf0000082a81";"APRBCXERRX.Structure";{"id":"0xf0000000a79","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:34.352Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-91-24";;"04f62475-d7d9-4928-b771-502d8d84721c";
"0xf00000821c5";"BIJOZIXAQP.Structure";{"id":"0xf0000000a71","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:16.782Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-94-37";;"6816d212-9c9a-4c4a-a9e5-89cf45e6494e";
"0xf00000822ad";"BNOWGMYDWB.Structure";{"id":"0xf0000000a71","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:18.596Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-75-17";;"b0f9d8ad-eebb-4d92-9345-a5c8678c92fe";
"0xf000008331d";"BRGSDGRDZU.Structure";{"id":"0xf0000000a77","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:28:02.733Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-92-36";;"1813aa24-32a1-4c56-b63b-2a2df9d5d7f5";
"0xf0000082bcf";"GOTTPXLCNN.Structure";{"id":"0xf0000000a79","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:37.042Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-91-31";;"24c85d54-d8ae-41af-b9a7-6e485d0f7d1e";
"0xf0000082eec";"GSGKJIYZFE.Structure";{"id":"0xf0000000a75","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:47.381Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-92-27";;"237f8f77-dcaa-4cc3-827f-e6731864143f";
"0xf0000082607";"HKWFJIIAWM.Structure";{"id":"0xf0000000a73","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:30.026Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-95-24";;"2274d7fc-72f9-4370-9281-a2b607d1ad81";
"0xf000008225c";"HUQFEVILIH.Structure";{"id":"0xf0000000a71","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:17.829Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-93-18";;"3c11140c-aabe-469f-8bc8-90cd78044049";
"0xf0000082579";"HVYYERYMBE.Structure";{"id":"0xf0000000a73","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:29.307Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-95-23";;"b8ff0a72-bbb7-4bbd-af38-0511c639fd17";
"0xf00000821fd";"MCQGVSTFSU.Structure";{"id":"0xf0000000a71","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:17.111Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-94-35";;"94fe81ca-01d4-41f9-8c47-d1b45f025b4a";
"0xf0000082fcf";"OAQYVASWTA.Structure";{"id":"0xf0000000a75","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:49.929Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-75-17A";;"99e143c1-7f5c-43bc-88e7-9250ba62cf1a";
"0xf00000822b9";"PTDWXPZCIL.Structure";{"id":"0xf0000000a71","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:18.940Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-76-03B";;"be4686c1-c36c-46d5-bfe5-ef89e7d15b37";
"0xf0000083260";"QOAMIBCPQN.Structure";{"id":"0xf0000000a77","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:28:01.061Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-91-15";;"6809be9a-5616-4c63-ad62-a737bf8d5621";
"0xf0000083253";"QRVUAORYHP.Structure";{"id":"0xf0000000a77","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:28:00.951Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-91-06";;"5773e852-b73d-401c-b7df-074ec9f60199";
"0xf00000822c9";"Structure.Structure";{"id":"0xf0000000a71","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:19.377Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-93-20";;"efa95955-941c-4d3e-87ca-aeae75f1385d";
"0xf0000082f7b";"UBXFLRITLD.Structure";{"id":"0xf0000000a75","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:48.616Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-92-24";;"d28d8d6b-9e2a-492a-83e9-48474451f554";
"0xf0000082ac5";"WWGRZHGYAB.Structure";{"id":"0xf0000000a79","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:34.978Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-91-20";;"9964ef18-bfb5-408f-a3d2-1858d95d9431";
"0xf0000082200";"XEXGKGCSKJ.Structure";{"id":"0xf0000000a71","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:17.204Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-75-16";;"b97251db-fdfe-4ce8-b023-ac283e306453";
"0xf0000082f88";"XUTQDDJLKT.Structure";{"id":"0xf0000000a75","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:48.756Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-75-17";;"20fa5847-8c34-40a4-aad8-cfae8a80675a";
"0xf00000821fa";"ZVHDTRRSOW.Structure";{"id":"0xf0000000a71","relClassName":"BisCore.ModelContainsElements"};"2022-04-12T10:27:17.095Z";{"id":"0x1","relClassName":"BisCore.CodeSpecSpecifiesCode"};{"id":"0x1","relClassName":"BisCore.ElementScopesCode"};;"HUL-94-36";;"0d71ac0e-f45e-4067-9beb-8077ba4c4f4e";
